V LOF ex75 1.009369 1
V LOF ex83 1.009663 1
V LOF ex327 1.010149 1
V LOF ex255 1.010570 1
V LOF ex183 1.010593 1
V LOF ex278 1.010947 1
V LOF ex160 1.011707 1
V LOF ex1 1.011742 1
V LOF ex353 1.012165 1
V LOF ex290 1.012381 1
V LOF ex87 1.013205 1
V LOF ex14 1.013416 1
V LOF ex244 1.014043 1
V LOF ex44 1.014506 1
V LOF ex231 1.014541 1
V LOF ex167 1.014828 1
V LOF ex377 1.014873 1
V LOF ex275 1.015688 1
V LOF ex363 1.015708 1
V LOF ex158 1.015790 1
V LOF ex176 1.016209 1
V LOF ex237 1.016411 1
V LOF ex375 1.016772 1
V LOF ex11 1.016781 1
V LOF ex153 1.016900 1
V LOF ex370 1.017346 1
V LOF ex156 1.017517 1
V LOF ex86 1.017554 1
V LOF ex127 1.018952 1
V LOF ex139 1.019123 1
V LOF ex276 1.019223 1
V LOF ex169 1.019873 1
V LOF ex18 1.019980 1
V LOF ex124 1.019996 1
V LOF ex33 1.020105 1
V LOF ex175 1.020232 1
V LOF ex79 1.020413 1
V LOF ex357 1.020444 1
V LOF ex114 1.020470 1
V LOF ex279 1.020797 1
V LOF ex247 1.021149 1
V LOF ex70 1.021261 1
V LOF ex72 1.021529 1
V LOF ex17 1.022852 1
V LOF ex298 1.023761 1
V LOF ex226 1.023785 1
V LOF ex193 1.024063 1
V LOF ex348 1.025454 1
V LOF ex188 1.026084 1
V LOF ex224 1.026778 1
V LOF ex203 1.026878 1
V LOF ex182 1.027369 1
V LOF ex93 1.027618 1
V LOF ex292 1.027655 1
V LOF ex162 1.028349 1
V LOF ex128 1.028450 1
V LOF ex238 1.028786 1
V LOF ex282 1.029203 1
V LOF ex62 1.029332 1
V LOF ex125 1.029340 1
V LOF ex107 1.030336 1
V LOF ex50 1.031337 1
V LOF ex15 1.032093 1
V LOF ex96 1.032129 1
V LOF ex97 1.032795 1
V LOF ex197 1.033060 1
V LOF ex338 1.033119 1
V LOF ex57 1.033558 1
V LOF ex38 1.033615 1
V LOF ex344 1.033864 1
V LOF ex286 1.034129 1
V LOF ex181 1.034225 1
V LOF ex64 1.034244 1
V LOF ex74 1.034862 1
V LOF ex211 1.035068 1
V LOF ex283 1.035396 1
V LOF ex299 1.035412 1
V LOF ex140 1.035575 1
V LOF ex84 1.036718 1
V LOF ex256 1.037307 1
V LOF ex360 1.037807 1
V LOF ex385 1.037828 1
V LOF ex274 1.038021 1
V LOF ex10 1.038276 1
V LOF ex228 1.038310 1
V LOF ex324 1.038476 1
V LOF ex126 1.038609 1
V LOF ex201 1.038856 1
V LOF ex333 1.039301 1
V LOF ex319 1.039417 1
V LOF ex209 1.039428 1
V LOF ex29 1.040097 1
V LOF ex36 1.041064 1
V LOF ex296 1.041728 1
V LOF ex39 1.042052 1
V LOF ex214 1.043105 1
V LOF ex341 1.043145 1
V LOF ex157 1.043985 1
V LOF ex34 1.044536 1
V LOF ex312 1.044841 1
V LOF ex225 1.045045 1
V LOF ex350 1.045276 1
V LOF ex349 1.045615 1
V LOF ex382 1.045716 1
V LOF ex257 1.047198 1
V LOF ex187 1.048964 1
V LOF ex277 1.049543 1
V LOF ex13 1.050420 1
V LOF ex5 1.050660 1
V LOF ex288 1.050877 1
V LOF ex121 1.050894 1
V LOF ex102 1.051002 1
V LOF ex98 1.051294 1
V LOF ex12 1.051723 1
V LOF ex85 1.051789 1
V LOF ex294 1.052327 1
V LOF ex8 1.052854 1
V LOF ex380 1.052954 1
V LOF ex305 1.054032 1
V LOF ex173 1.055247 1
V LOF ex171 1.055354 1
V LOF ex263 1.056964 1
V LOF ex332 1.057294 1
V LOF ex148 1.057476 1
V LOF ex35 1.058619 1
V LOF ex362 1.058900 1
V LOF ex220 1.060382 1
V LOF ex63 1.060413 1
V LOF ex291 1.060432 1
V LOF ex322 1.060766 1
V LOF ex361 1.061307 1
V LOF ex321 1.061552 1
V LOF ex122 1.062054 1
V LOF ex315 1.062877 1
V LOF ex204 1.063235 1
V LOF ex320 1.063287 1
V LOF ex266 1.063747 1
V LOF ex135 1.064378 1
V LOF ex326 1.064509 1
V LOF ex9 1.065840 1
V LOF ex56 1.066171 1
V LOF ex81 1.066340 1
V LOF ex287 1.068166 1
V LOF ex133 1.070177 1
V LOF ex316 1.070941 1
V LOF ex359 1.071876 1
V LOF ex261 1.072240 1
V LOF ex295 1.072806 1
V LOF ex336 1.073841 1
V LOF ex3 1.074018 1
V LOF ex164 1.074467 1
V LOF ex250 1.075511 1
V LOF ex61 1.075614 1
V LOF ex317 1.075687 1
V LOF ex144 1.076486 1
V LOF ex31 1.076781 1
V LOF ex329 1.076792 1
V LOF ex45 1.076881 1
V LOF ex269 1.077009 1
V LOF ex307 1.077275 1
V LOF ex20 1.077935 1
V LOF ex356 1.078536 1
V LOF ex150 1.079198 1
V LOF ex268 1.079859 1
V LOF ex198 1.079922 1
V LOF ex293 1.081574 1
V LOF ex262 1.081952 1
V LOF ex234 1.082312 1
V LOF ex374 1.083219 1
V LOF ex76 1.083584 1
V LOF ex233 1.083621 1
V LOF ex242 1.084236 1
V LOF ex371 1.084962 1
V LOF ex215 1.085800 1
V LOF ex138 1.086328 1
V LOF ex199 1.087453 1
V LOF ex99 1.087955 1
V LOF ex308 1.087982 1
V LOF ex265 1.088053 1
V LOF ex195 1.088345 1
V LOF ex342 1.088539 1
V LOF ex30 1.090644 1
V LOF ex82 1.092895 1
V LOF ex141 1.093366 1
V LOF ex347 1.093528 1
V LOF ex24 1.095236 1
V LOF ex217 1.095815 1
V LOF ex318 1.095882 1
V LOF ex208 1.096059 1
V LOF ex352 1.096209 1
V LOF ex345 1.096685 1
V LOF ex55 1.097356 1
V LOF ex314 1.097826 1
V LOF ex251 1.098436 1
V LOF ex4 1.099866 1
V LOF ex284 1.100342 1
V LOF ex43 1.101251 1
V LOF ex218 1.104406 1
V LOF ex325 1.105573 1
V LOF ex206 1.109724 1
V LOF ex166 1.109904 1
V LOF ex252 1.110788 1
V LOF ex27 1.113467 1
V LOF ex379 1.114697 1
V LOF ex335 1.116027 1
V LOF ex104 1.116039 1
V LOF ex267 1.122942 1
V LOF ex58 1.123271 1
V LOF ex67 1.124581 1
V LOF ex159 1.125195 1
V LOF ex69 1.128935 1
V LOF ex289 1.130341 1
V LOF ex273 1.136312 1
V LOF ex51 1.137726 1
V LOF ex365 1.932103 0
V LOF ex2 1.969818 0
V LOF ex60 2.027764 0
V LOF ex16 2.122603 0
V LOF ex46 2.124353 0
V LOF ex186 2.438839 0
